게시글번호,말머리,제목,내용,글쓴이,추천수,조회수,날짜,링크
14484,[일반],물리,물리 평균 35라는데 이거 오피셜이냐,오량인 (211.105) 2026.05.11 21:45:16 스크랩 조회 345 추천 0 댓글 2,0,345,2026.05.11 21:45:16,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14484&page=2
14485,[일반],ㄱㅅㅇ:,12시에 비가 올지 안 올지는 내 알바가 아니고 비가 온다 해도 난 그늘 아래에서 본부팸이랑 편하게 입 털기만 하면 되니까 느그들은 소방훈련 때처럼 밖에서 서서 비를 맞거라 ㅇㅇ,오량인 (14.50) 2026.05.12 09:06:45 스크랩 조회 505 추천 5 댓글 1,5,505,2026.05.12 09:06:45,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14485&page=2
14472,[일반],파딱 모집,전에 얘기했던 대로 중간고사 끝난 오늘부터 파딱 모집 시작합니다. 모집 기한은 5.8(금) ~ 5.15(금)까지 지원 받을 예정이고 파딱 선발에 관련해서 카카오톡 오픈채팅으로 간단한 질문사항이 있을 예정입니다. 파딱은 인원수에 맞춰서 뽑는 것이 아닌 제 평가 기준 하에 자격을 갖추신 것 같은 고닉 분들을 임명하겠습니다. 간단하게 설명 드리면 파딱이 5명이 선발 될 수도 있고 1명이 선발 될 수도 있는 상황으로 인원 수에 국한하지 않은 제 질문 사항 포함 그동안 대신고 디시에 이바지 한 정도로 판단하겠습니다. 선발 결과는 파딱 모집이 끝난 후 5.17(일)까지 공지드리겠습니다. 카카오톡 오픈 채팅에 들어오실 때는 설정 이름을 자신의 “ 고닉(식별 코드) ”로 해주시길 바랍니다. ex) Gorani(lantern2288) 대신고 디시는 대신고 재학생 모든 분들이 자유롭게 소통하고 의견을 나누는 꽤 큰 소통처입니다. 그만큼 뛰어난 관리 능력과 대신고 디시를 하는 오량인들에게 지지를 받을 수 있는 긍정적인 인상을 가지고 있어야 합니다. 지원 하시는 모든 분들 이를 명심하고 최선을 다 해 주시길 바랍니다. 응원합니다. 대전대신고 마이너 갤러리 매니저 면접 방 https://open.kakao.com/o/slftF0ti 대전대신고 마이너 갤러리 매니저 면접 방 대전대신고 마이너 갤러리 파딱을 선발하기 위한 방입니다. open.kakao.com,Gorani 2026.05.08 17:20:32 스크랩 조회 944 추천 14 댓글 10,14,944,2026.05.08 17:20:32,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14472&page=2
14482,[일반],cip 1차 독서,아니 ㅋㅋㅋㅋㅋ 저 독서 안한다구요 ㅋㅋㅋㅋㅋㅋㅋ 이러면 설문조사는 왜 했는데 ㅋㅋㅋㅋㅋㅋㅋㅋ,오량인 (14.50) 2026.05.11 17:09:46 스크랩 조회 340 추천 1 댓글 1,1,340,2026.05.11 17:09:46,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14482&page=2
14481,[일반],아씨발귀두찢어짐,존나아프네 막대기 부상당해서 당분간 코코이못치겟노,ㅇㅇ 2026.05.10 23:52:10 스크랩 조회 698 추천 0 댓글 3,0,698,2026.05.10 23:52:10,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14481&page=2
14479,[일반],ㅈㅈㅁ 미친놈;; 그만해라,중3애한테 연락은 왜 하는 거냐,오량인 (117.111) 2026.05.10 19:42:50 스크랩 조회 419 추천 1 댓글 0,1,419,2026.05.10 19:42:50,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14479&page=2
14483,[일반],도마켓떨어졌는데위로해주세요,ㅇㅇ,오량인 (110.8) 2026.05.11 20:29:44 스크랩 조회 430 추천 2 댓글 2,2,430,2026.05.11 20:29:44,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14483&page=2
14478,[일반],여자 쌤 중에 최고 Goat랑 Joat 뽑아봐라,Joat는 ㄱㅎㅈ가 압도적이라 ㄱㅎㅈ 제외 누굴거 같냐 개인적으로 난 Goat ㅅㅇㅂ Joat ㅅㅅㅎ,오량인 (223.39) 2026.05.10 18:15:07 스크랩 조회 792 추천 5 댓글 4,5,792,2026.05.10 18:15:07,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14478&page=2
14476,[일반],2학년 화학,나만 어려웠냐 ㅅㅂ,오량인 (121.124) 2026.05.09 15:51:49 스크랩 조회 451 추천 2 댓글 3,2,451,2026.05.09 15:51:49,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14476&page=2
14477,[일반],아래 피시방글 있어서 말인데,옵티머스는 이제 운영하기 힘든거 아니냐? 오버워치 프레임 ㅈ박길래 봤는데 1660super쓰던데 그나마 장점은 싸다는거랑 좌석 많은거? 근데 진짜 1660s은 에바임 3분 더 걸으면 5060쓰는곳 있는데 굳이 굳이임 저번에 갈일있어서 옵티 가봤는데 사람도 많이 빠졌던데,오량인 (210.123) 2026.05.09 18:11:26 스크랩 조회 467 추천 2 댓글 2,2,467,2026.05.09 18:11:26,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14477&page=2
14474,[일반],화학이 쉽다고?ㅋㅋㅋㅋㅋ,작년 2학년 화학은 문제는 ㅈㄴ 잘냈다고 소문났는데 이번엔 쉽게 냈나보네,오량인 (1.227) 2026.05.09 08:58:31 스크랩 조회 440 추천 0 댓글 1,0,440,2026.05.09 08:58:31,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14474&page=2
14471,[일반],대신고는 들어라,위대한 대성에서 왔다. 대성을 다시 위대하게!!!,대성디씨마스터 (223.39) 2026.05.08 13:19:31 스크랩 조회 606 추천 0 댓글 2,0,606,2026.05.08 13:19:31,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14471&page=2
14473,[일반],화학,화학 시험 땜시 좀 시끄러워질줄 알았는데 조용하노,오량인 (223.39) 2026.05.08 22:28:04 스크랩 조회 491 추천 1 댓글 6,1,491,2026.05.08 22:28:04,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14473&page=2
14468,[일반],아니 아직 시험이 안끝남..?,원래 어린이날 전에 끝내주는게 국룰이었는데,ㅇㅇ (218.147) 2026.05.08 02:25:17 스크랩 조회 418 추천 2 댓글 1,2,418,2026.05.08 02:25:17,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14468&page=2
14470,[일반],시험 끝,다들 수고하셨습니다 - dc official App,El_Salvador 2026.05.08 12:29:23 스크랩 조회 545 추천 26 댓글 1,26,545,2026.05.08 12:29:23,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14470&page=2
14467,[일반],뿌에엥,ㅠ,오량인 (1.245) 2026.05.08 02:06:40 스크랩 조회 228 추천 0 댓글 0,0,228,2026.05.08 02:06:40,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14467&page=2
14466,[질문],올해 축제 언제임,혹시 일정 정해졋나요?,전기전자공학 2026.05.07 22:47:56 스크랩 조회 377 추천 1 댓글 1,1,377,2026.05.07 22:47:56,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14466&page=2
14465,[일반],PC방 추천좀,10인데 내일 시험끝나고 갈 학교근처 pc방좀 추천해주십쇼 - dc official App,오량인 (125.138) 2026.05.07 19:35:11 스크랩 조회 388 추천 0 댓글 3,0,388,2026.05.07 19:35:11,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14465&page=2
14464,[일반],이번에 정사 범위 어디임?,댓글로좀 알려주삼,오량인 (61.253) 2026.05.07 19:12:51 스크랩 조회 243 추천 0 댓글 0,0,243,2026.05.07 19:12:51,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14464&page=2
14463,[일반],어제 먹은 존나 매운음식,오늘 독방귀로 승화 스카 사람들 다 뒤져랏ㅋ,오량인 (121.159) 2026.05.07 17:34:42 스크랩 조회 367 추천 0 댓글 2,0,367,2026.05.07 17:34:42,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14463&page=2
14462,[일반],난 내일부터 콘1돔 입고 등교한다,ㅈ 됐으니까,오량인 (14.50) 2026.05.07 09:54:51 스크랩 조회 719 추천 19 댓글 4,19,719,2026.05.07 09:54:51,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14462&page=2
14460,[일반],물리,45점이면 3 되나,오량인 (123.215) 2026.05.06 19:22:45 스크랩 조회 333 추천 0 댓글 0,0,333,2026.05.06 19:22:45,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14460&page=2
14461,[일반],고수,평균 몇나올라나,오량인 (180.228) 2026.05.06 19:50:26 스크랩 조회 424 추천 0 댓글 1,0,424,2026.05.06 19:50:26,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14461&page=2
14459,[일반],물리 서답4,논란이 있길래 조사해본다,오량인 (211.230) 2026.05.06 17:04:40 스크랩 조회 533 추천 0 댓글 2,0,533,2026.05.06 17:04:40,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14459&page=2
14458,[일반],오늘부로 ㅇㅌㅎ&ㅇㅅㄷ에 대한 지지를 철회한다.,그냥 철회한다고,오량인 (110.70) 2026.05.06 16:48:32 스크랩 조회 722 추천 13 댓글 2,13,722,2026.05.06 16:48:32,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14458&page=2
14456,[일반],물리,63점인데 2뜨냐,오량인 (211.230) 2026.05.06 13:59:02 스크랩 조회 348 추천 0 댓글 0,0,348,2026.05.06 13:59:02,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14456&page=2
14454,[일반],3학년중에,https://youtube.com/v/QS8O1-fXchg?si=qXod9g-spCGft_ZA 야 체육복 있는 사람 #스케치코미디 #숏박스 #일진 youtube.com 이영상에 조진세 마냥 말하는 형 원래 말투가 그런가요? 안경쓰고 잘마른 오징어 핀것 처럼 생긴,오량인 (122.34) 2026.05.05 23:39:32 스크랩 조회 483 추천 0 댓글 0,0,483,2026.05.05 23:39:32,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14454&page=2
14453,[일반],대신고와 충남고의 공통점,둘다 ㄱㅅㅇ이 뜨거운 감자임,오량인 (211.229) 2026.05.05 20:11:38 스크랩 조회 840 추천 22 댓글 3,22,840,2026.05.05 20:11:38,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14453&page=2
14455,[일반],우짜노,10 수학 개쉬웠는데 70박았음 회생가능한가요,오량인 (49.170) 2026.05.06 13:56:58 스크랩 조회 349 추천 0 댓글 1,0,349,2026.05.06 13:56:58,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14455&page=2
14452,[일반],자❗자❗주목‼+,본인이 고급수학 ㅈ된 거 같으면 개추 실시♿♿,ㅇㅇ (183.107) 2026.05.05 13:55:28 스크랩 조회 698 추천 23 댓글 0,23,698,2026.05.05 13:55:28,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14452&page=2
14451,[일반],사문,평균 몇점 예상하냐,오량인 (14.50) 2026.05.05 12:12:40 스크랩 조회 303 추천 0 댓글 0,0,303,2026.05.05 12:12:40,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14451&page=2
14450,[일반],쇼타되고싶다,오랜 생각이다...,ㅇㅇ 2026.05.05 00:50:13 스크랩 조회 404 추천 2 댓글 1,2,404,2026.05.05 00:50:13,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14450&page=2
14449,[일반],ㄱㅎㅈ쌤한테 아쉬움 소리 듣는 애들 특징,그림 개 좆같이 못그림 ㅋㅋㅋㅋ 얼마나 좆같이 그렸으면 그렇게 써줬을까? ㅋㅋㅋㅋ,오량인 (223.38) 2026.05.04 23:52:15 스크랩 조회 661 추천 11 댓글 4,11,661,2026.05.04 23:52:15,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14449&page=2
14448,[일반],학교 제미나이 돌아옴,ㅈㄱㄴ,CloudR 2026.05.04 23:01:29 스크랩 조회 349 추천 2 댓글 0,2,349,2026.05.04 23:01:29,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14448&page=2
14445,[일반],화작,1컷 몇 뜰거 같음? 난도는 딱 적당했던거 같은데,오량인 (175.203) 2026.05.04 21:35:42 스크랩 조회 341 추천 0 댓글 1,0,341,2026.05.04 21:35:42,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14445&page=3
14442,[일반],오량인들 현 상황,다들 남은 시험 화이팅해라,aㅏ 2026.05.04 14:05:15 스크랩 조회 545 추천 3 댓글 1,3,545,2026.05.04 14:05:15,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14442&page=3
14441,[일반],이번 1학년 국어 난이도 어떰?,이번 1학년 난이도 나만 어려운건가?,오량인 (49.174) 2026.05.04 13:41:41 스크랩 조회 581 추천 1 댓글 3,1,581,2026.05.04 13:41:41,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14441&page=3
14443,[일반],1학년 국어,그 문법 서술형 말고 어절 쓰는 서술형은 답 될게 많은데 이거 맞음?,오량인 (112.150) 2026.05.04 15:51:49 스크랩 조회 589 추천 4 댓글 3,4,589,2026.05.04 15:51:49,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14443&page=3
14439,[일반],국사 시험 방금 본 오량인데,국사 3등급이 목표였는데 3개 틀려서 ‘와 존나 잘봤다’ 했음 근데 시발 한반에 100점이 대여섯명 정도 있는겨 그럼 킹론상 100점이 많으면 50명정도 된다는건데 위 사실에 기반하여 운지하고파졌음..,오량인 (14.50) 2026.05.04 10:08:49 스크랩 조회 496 추천 3 댓글 2,3,496,2026.05.04 10:08:49,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14439&page=3
14447,[일반],1컷,대수는 한 80중후반일거 같고 사문은 80초중반일거 같은데,오량인 (211.235) 2026.05.04 22:44:51 스크랩 조회 519 추천 0 댓글 3,0,519,2026.05.04 22:44:51,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14447&page=3
14444,[일반],퉆효(대수vs미적),너네 입장 더 많이한거 골라보셈,오량인 (211.230) 2026.05.04 19:44:35 스크랩 조회 330 추천 0 댓글 0,0,330,2026.05.04 19:44:35,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14444&page=3
14446,[일반],작년 언매 담임쌤,작년 언매 담당 선생님 누군지 아시는 선배님 계신가요,오량인 (223.39) 2026.05.04 22:04:34 스크랩 조회 339 추천 0 댓글 2,0,339,2026.05.04 22:04:34,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14446&page=3
14434,[일반],09 생명,범위 존나많아서 해도해도 안끝난다 시발,오량인 (106.101) 2026.05.02 20:54:50 스크랩 조회 518 추천 2 댓글 3,2,518,2026.05.02 20:54:50,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14434&page=3
14436,[일반],대갤 눈팅하는 졸업생들,몇기임?,오량인 (123.212) 2026.05.03 23:09:25 스크랩 조회 360 추천 0 댓글 4,0,360,2026.05.03 23:09:25,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14436&page=3
14431,[일반],파딱,왜안뽑노,오량인 (122.34) 2026.05.02 15:26:42 스크랩 조회 302 추천 0 댓글 1,0,302,2026.05.02 15:26:42,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14431&page=3
14437,[일반],사문 선생님덜~~,대신고가 얼마나 ㅈ반고인지 보여주도록하지...흐흐하하하핰ㅋㅋㅋㅋ,오량인 (211.230) 2026.05.04 00:25:42 스크랩 조회 467 추천 9 댓글 1,9,467,2026.05.04 00:25:42,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14437&page=3
14430,[일반],"이번 미적분,대수",나만 ㅈ된거아니지?ㅋㅋ,오량인 (14.50) 2026.05.02 10:25:36 스크랩 조회 459 추천 2 댓글 3,2,459,2026.05.02 10:25:36,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14430&page=3
14432,[일반],선배님들 벼락치기 꿀팁 좀 주세요,암기 과목 분명 공부했는데 다 까먹었어요 - dc official App,오량인 (1.245) 2026.05.02 16:16:02 스크랩 조회 506 추천 2 댓글 7,2,506,2026.05.02 16:16:02,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14432&page=3
14428,[일반],시험직전최후의작품.mp4,오만주 회장님 많은 관심 부탁합니노 +시험 끝나면 키라메카라리 모작 만들어서 올려봄 만약 안올라오면 이딴거 처만드느라 오량산바위에 대가리 박았다고 생각하셈 +개추좀 박아줘라 왜 잘봐놓고 관심이 없노,aㅏ 2026.05.01 00:54:20 스크랩 조회 751 추천 23 댓글 1,23,751,2026.05.01 00:54:20,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=14428&page=3
